,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lgbm__learning_rate,param_lgbm__max_depth,param_lgbm__n_estimators,param_smote__sampling_strategy,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
39,0.4637581825256348,0.03538405429446067,0.00943913459777832,0.0017204023224943908,0.05,5,200,0.5,"{'lgbm__learning_rate': 0.05, 'lgbm__max_depth': 5, 'lgbm__n_estimators': 200, 'smote__sampling_strategy': 0.5}",0.5294117647058824,0.5432098765432098,0.4155844155844156,0.40476190476190477,0.4935064935064935,0.47729489102038125,0.05725903731027646,14
40,0.5189046382904052,0.030377072707964407,0.008373451232910157,0.0004091641935375931,0.05,5,200,1.0,"{'lgbm__learning_rate': 0.05, 'lgbm__max_depth': 5, 'lgbm__n_estimators': 200, 'smote__sampling_strategy': 1.0}",0.5066666666666667,0.5263157894736842,0.35294117647058826,0.4444444444444444,0.49411764705882355,0.4648971448228414,0.06216628092332775,31
41,0.5241439342498779,0.037948891123400864,0.008733892440795898,0.0010671730931488084,0.05,5,200,auto,"{'lgbm__learning_rate': 0.05, 'lgbm__max_depth': 5, 'lgbm__n_estimators': 200, 'smote__sampling_strategy': 'auto'}",0.5066666666666667,0.5263157894736842,0.35294117647058826,0.4444444444444444,0.49411764705882355,0.4648971448228414,0.06216628092332775,31
42,0.6321811199188232,0.005480400922151741,0.00811319351196289,0.002116915797551742,0.05,5,300,0.5,"{'lgbm__learning_rate': 0.05, 'lgbm__max_depth': 5, 'lgbm__n_estimators': 300, 'smote__sampling_strategy': 0.5}",0.5079365079365079,0.5,0.4383561643835616,0.44155844155844154,0.4857142857142857,0.4747130799185594,0.02927560888329414,21
43,0.7383085250854492,0.019470893614611236,0.010425901412963868,0.0017834758383472081,0.05,5,300,1.0,"{'lgbm__learning_rate': 0.05, 'lgbm__max_depth': 5, 'lgbm__n_estimators': 300, 'smote__sampling_strategy': 1.0}",0.5074626865671642,0.5287356321839081,0.37037037037037035,0.4418604651162791,0.48717948717948717,0.4671217282834418,0.056258219729850525,24
44,0.7349357604980469,0.025344890370831954,0.008744239807128906,0.0012353161295484123,0.05,5,300,auto,"{'lgbm__learning_rate': 0.05, 'lgbm__max_depth': 5, 'lgbm__n_estimators': 300, 'smote__sampling_strategy': 'auto'}",0.5074626865671642,0.5287356321839081,0.37037037037037035,0.4418604651162791,0.48717948717948717,0.4671217282834418,0.056258219729850525,24
45,0.3611539363861084,0.006123114136291686,0.005976343154907226,0.0013724774742420146,0.05,7,100,0.5,"{'lgbm__learning_rate': 0.05, 'lgbm__max_depth': 7, 'lgbm__n_estimators': 100, 'smote__sampling_strategy': 0.5}",0.5373134328358209,0.5161290322580645,0.42105263157894735,0.4318181818181818,0.5301204819277109,0.48728675208374506,0.050265286891491415,8
46,0.40150084495544436,0.009719848215954261,0.005675411224365235,0.0012642540916514389,0.05,7,100,1.0,"{'lgbm__learning_rate': 0.05, 'lgbm__max_depth': 7, 'lgbm__n_estimators': 100, 'smote__sampling_strategy': 1.0}",0.55,0.5625,0.3711340206185567,0.4,0.5,0.4767268041237114,0.07785175965957106,17
47,0.42032685279846194,0.04115876658118925,0.006236934661865234,0.0018378403380335977,0.05,7,100,auto,"{'lgbm__learning_rate': 0.05, 'lgbm__max_depth': 7, 'lgbm__n_estimators': 100, 'smote__sampling_strategy': 'auto'}",0.55,0.5625,0.3711340206185567,0.4,0.5,0.4767268041237114,0.07785175965957106,17
48,0.6445175647735596,0.01947455264478501,0.008663177490234375,0.002444487086297551,0.05,7,200,0.5,"{'lgbm__learning_rate': 0.05, 'lgbm__max_depth': 7, 'lgbm__n_estimators': 200, 'smote__sampling_strategy': 0.5}",0.5806451612903226,0.525,0.410958904109589,0.4,0.547945205479452,0.49290985417587274,0.0736265586406664,7
49,0.7216945171356202,0.014041784666252765,0.00806431770324707,0.00220403355587536,0.05,7,200,1.0,"{'lgbm__learning_rate': 0.05, 'lgbm__max_depth': 7, 'lgbm__n_estimators': 200, 'smote__sampling_strategy': 1.0}",0.5507246376811594,0.5411764705882353,0.40963855421686746,0.42857142857142855,0.5365853658536586,0.4933392913822699,0.06107763272512739,5
50,0.7360831737518311,0.016524263424010845,0.0076655387878417965,0.0012159893790297804,0.05,7,200,auto,"{'lgbm__learning_rate': 0.05, 'lgbm__max_depth': 7, 'lgbm__n_estimators': 200, 'smote__sampling_strategy': 'auto'}",0.5507246376811594,0.5411764705882353,0.40963855421686746,0.42857142857142855,0.5365853658536586,0.4933392913822699,0.06107763272512739,5
51,0.974123191833496,0.013131327323022168,0.011000490188598633,0.0018236315944215912,0.05,7,300,0.5,"{'lgbm__learning_rate': 0.05, 'lgbm__max_depth': 7, 'lgbm__n_estimators': 300, 'smote__sampling_strategy': 0.5}",0.5901639344262295,0.4533333333333333,0.34285714285714286,0.40540540540540543,0.5294117647058824,0.46423431614559874,0.08765666993649779,35
52,1.083043622970581,0.01058697778987205,0.01108236312866211,0.0016831023877105528,0.05,7,300,1.0,"{'lgbm__learning_rate': 0.05, 'lgbm__max_depth': 7, 'lgbm__n_estimators': 300, 'smote__sampling_strategy': 1.0}",0.59375,0.6,0.4266666666666667,0.3950617283950617,0.5384615384615384,0.5107879867046534,0.08494264862875313,1
53,1.117399549484253,0.042329261283768814,0.01216592788696289,0.0017932631997492074,0.05,7,300,auto,"{'lgbm__learning_rate': 0.05, 'lgbm__max_depth': 7, 'lgbm__n_estimators': 300, 'smote__sampling_strategy': 'auto'}",0.59375,0.6,0.4266666666666667,0.3950617283950617,0.5384615384615384,0.5107879867046534,0.08494264862875313,1
54,0.1416745662689209,0.005812382025948454,0.005511856079101563,0.0010690434565138844,0.1,3,100,0.5,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 3, 'lgbm__n_estimators': 100, 'smote__sampling_strategy': 0.5}",0.5,0.5106382978723404,0.3655913978494624,0.37735849056603776,0.46,0.4427176372575681,0.06068515492794766,51
55,0.17421393394470214,0.003087052955708029,0.005400180816650391,0.0014706611293166627,0.1,3,100,1.0,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 3, 'lgbm__n_estimators': 100, 'smote__sampling_strategy': 1.0}",0.4339622641509434,0.48214285714285715,0.4036697247706422,0.34782608695652173,0.4,0.41352018660419293,0.04409646520742905,66
56,0.1783679485321045,0.004384430654719182,0.004379796981811524,0.0015554968545624078,0.1,3,100,auto,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 3, 'lgbm__n_estimators': 100, 'smote__sampling_strategy': 'auto'}",0.4339622641509434,0.48214285714285715,0.4036697247706422,0.34782608695652173,0.4,0.41352018660419293,0.04409646520742905,66
57,0.24222211837768554,0.009599719429534675,0.007690238952636719,0.0018099808216808498,0.1,3,200,0.5,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 3, 'lgbm__n_estimators': 200, 'smote__sampling_strategy': 0.5}",0.5142857142857142,0.5,0.3614457831325301,0.3595505617977528,0.5116279069767442,0.44938199323854827,0.07273471318962596,44
58,0.28872013092041016,0.007941561221719661,0.008455371856689453,0.002077115756598702,0.1,3,200,1.0,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 3, 'lgbm__n_estimators': 200, 'smote__sampling_strategy': 1.0}",0.449438202247191,0.46808510638297873,0.425531914893617,0.36,0.4421052631578947,0.4290320973363363,0.037121788851329995,56
59,0.2884549140930176,0.003588693025952667,0.007451391220092774,0.0005848285686993605,0.1,3,200,auto,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 3, 'lgbm__n_estimators': 200, 'smote__sampling_strategy': 'auto'}",0.449438202247191,0.46808510638297873,0.425531914893617,0.36,0.4421052631578947,0.4290320973363363,0.037121788851329995,56
60,0.36167201995849607,0.007787510975233164,0.010042095184326172,0.000837985793889295,0.1,3,300,0.5,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 3, 'lgbm__n_estimators': 300, 'smote__sampling_strategy': 0.5}",0.5373134328358209,0.5194805194805194,0.3783783783783784,0.375,0.5,0.4620344661389438,0.07068478329643808,36
61,0.46074576377868653,0.029953579514588182,0.0107177734375,0.001621175936965522,0.1,3,300,1.0,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 3, 'lgbm__n_estimators': 300, 'smote__sampling_strategy': 1.0}",0.5194805194805194,0.475,0.4090909090909091,0.3516483516483517,0.4634146341463415,0.4437268828732243,0.057935024737418295,49
62,0.44658784866333007,0.008478897631332572,0.010071563720703124,0.0014915149714629487,0.1,3,300,auto,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 3, 'lgbm__n_estimators': 300, 'smote__sampling_strategy': 'auto'}",0.5194805194805194,0.475,0.4090909090909091,0.3516483516483517,0.4634146341463415,0.4437268828732243,0.057935024737418295,49
63,0.31778841018676757,0.034337907734908794,0.007913637161254882,0.0015311413811203445,0.1,5,100,0.5,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 5, 'lgbm__n_estimators': 100, 'smote__sampling_strategy': 0.5}",0.5,0.5185185185185185,0.39473684210526316,0.40963855421686746,0.5066666666666667,0.4659121163014632,0.052579433605413804,30
64,0.34705142974853515,0.006123759438615451,0.0071085929870605465,0.0011869431710522847,0.1,5,100,1.0,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 5, 'lgbm__n_estimators': 100, 'smote__sampling_strategy': 1.0}",0.47368421052631576,0.5777777777777777,0.4186046511627907,0.41304347826086957,0.449438202247191,0.46650966399498894,0.05979469096888913,28
65,0.34518136978149416,0.005830192328411969,0.00771641731262207,0.0017921395190601559,0.1,5,100,auto,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 5, 'lgbm__n_estimators': 100, 'smote__sampling_strategy': 'auto'}",0.47368421052631576,0.5777777777777777,0.4186046511627907,0.41304347826086957,0.449438202247191,0.46650966399498894,0.05979469096888913,28
66,0.5420029163360596,0.007846684863345233,0.009074115753173828,0.0008185580268089236,0.1,5,200,0.5,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 5, 'lgbm__n_estimators': 200, 'smote__sampling_strategy': 0.5}",0.5,0.5333333333333333,0.3880597014925373,0.46153846153846156,0.5352112676056338,0.4836285527939932,0.05481011481502219,12
67,0.6293113708496094,0.013491107446752103,0.010925722122192384,0.00157106954431681,0.1,5,200,1.0,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 5, 'lgbm__n_estimators': 200, 'smote__sampling_strategy': 1.0}",0.5294117647058824,0.5238095238095238,0.4,0.4444444444444444,0.48717948717948717,0.47696904402786755,0.04905222923428926,15
68,0.6153929710388184,0.026723541834184208,0.011968040466308593,0.0011388772197990506,0.1,5,200,auto,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 5, 'lgbm__n_estimators': 200, 'smote__sampling_strategy': 'auto'}",0.5294117647058824,0.5238095238095238,0.4,0.4444444444444444,0.48717948717948717,0.47696904402786755,0.04905222923428926,15
69,0.6709742546081543,0.01385183546707531,0.01079697608947754,0.0031591962721091676,0.1,5,300,0.5,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 5, 'lgbm__n_estimators': 300, 'smote__sampling_strategy': 0.5}",0.5245901639344263,0.5352112676056338,0.4126984126984127,0.4473684210526316,0.5,0.48397365305822077,0.04680158286873616,11
70,0.7869323253631592,0.011756833307103448,0.011713123321533203,0.0011061521446626016,0.1,5,300,1.0,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 5, 'lgbm__n_estimators': 300, 'smote__sampling_strategy': 1.0}",0.5396825396825397,0.475,0.3888888888888889,0.425,0.5277777777777778,0.4712698412698413,0.05799116795335827,22
71,0.820610237121582,0.039456342630358,0.012743520736694335,0.0012000359210934497,0.1,5,300,auto,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 5, 'lgbm__n_estimators': 300, 'smote__sampling_strategy': 'auto'}",0.5396825396825397,0.475,0.3888888888888889,0.425,0.5277777777777778,0.4712698412698413,0.05799116795335827,22
72,0.38990077972412107,0.011129111213405984,0.007664871215820312,0.002379219692936163,0.1,7,100,0.5,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 7, 'lgbm__n_estimators': 100, 'smote__sampling_strategy': 0.5}",0.5230769230769231,0.5,0.3783783783783784,0.41975308641975306,0.56,0.47624167757501096,0.06714408528154665,20
73,0.42639904022216796,0.013610101891681064,0.007681655883789063,0.0010296037413024218,0.1,7,100,1.0,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 7, 'lgbm__n_estimators': 100, 'smote__sampling_strategy': 1.0}",0.5625,0.5238095238095238,0.4675324675324675,0.42696629213483145,0.525,0.5011616566953645,0.04791546585751184,3
74,0.43414306640625,0.010372616643745839,0.00726318359375,0.0007740112200037434,0.1,7,100,auto,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 7, 'lgbm__n_estimators': 100, 'smote__sampling_strategy': 'auto'}",0.5625,0.5238095238095238,0.4675324675324675,0.42696629213483145,0.525,0.5011616566953645,0.04791546585751184,3
75,0.7305475234985351,0.029722618954719553,0.010266494750976563,0.002286660420875903,0.1,7,200,0.5,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 7, 'lgbm__n_estimators': 200, 'smote__sampling_strategy': 0.5}",0.5517241379310345,0.5,0.3939393939393939,0.42105263157894735,0.5151515151515151,0.47637353572017815,0.05932190981891814,19
76,0.8271918296813965,0.01384017048897809,0.008897542953491211,0.0020625611148578165,0.1,7,200,1.0,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 7, 'lgbm__n_estimators': 200, 'smote__sampling_strategy': 1.0}",0.5483870967741935,0.4931506849315068,0.417910447761194,0.41975308641975306,0.547945205479452,0.48542930427321995,0.05797189463131383,9
77,0.8315317153930664,0.021038750913788453,0.008751487731933594,0.0010444402844370258,0.1,7,200,auto,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 7, 'lgbm__n_estimators': 200, 'smote__sampling_strategy': 'auto'}",0.5483870967741935,0.4931506849315068,0.417910447761194,0.41975308641975306,0.547945205479452,0.48542930427321995,0.05797189463131383,9
78,1.093259859085083,0.04197956378277961,0.012777328491210938,0.0013196558163758546,0.1,7,300,0.5,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 7, 'lgbm__n_estimators': 300, 'smote__sampling_strategy': 0.5}",0.576271186440678,0.5,0.375,0.42105263157894735,0.53125,0.480714763603925,0.07320101317251779,13
79,1.2282564640045166,0.016109248215192558,0.012001991271972656,0.0017140879327135483,0.1,7,300,1.0,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 7, 'lgbm__n_estimators': 300, 'smote__sampling_strategy': 1.0}",0.5161290322580645,0.5,0.4,0.4050632911392405,0.5142857142857142,0.46709560753660384,0.0530352916209977,26
80,1.2600438594818115,0.018910953979141745,0.013810062408447265,0.0009013282572223061,0.1,7,300,auto,"{'lgbm__learning_rate': 0.1, 'lgbm__max_depth': 7, 'lgbm__n_estimators': 300, 'smote__sampling_strategy': 'auto'}",0.5161290322580645,0.5,0.4,0.4050632911392405,0.5142857142857142,0.46709560753660384,0.0530352916209977,26
